0.5055652137231899
(0) --> prob=[0.034162009638399715,0.9658379903616003], prediction=1.0
(23124) --> prob=[0.23893479289015912,0.7610652071098409], prediction=1.0
(23126) --> prob=[0.3319513839515261,0.6680486160484739], prediction=1.0
(23128) --> prob=[0.012898253774539762,0.9871017462254603], prediction=1.0
(23130) --> prob=[0.07619605508398362,0.9238039449160165], prediction=1.0
(23132) --> prob=[0.1289125859952157,0.8710874140047842], prediction=1.0
(23134) --> prob=[0.999999840559657,1.594403431203171E-7], prediction=0.0
(23136) --> prob=[0.9956391161337343,0.00436088386626563], prediction=0.0
(23138) --> prob=[0.9833267282300321,0.016673271769967798], prediction=0.0
(23140) --> prob=[0.8508377614718885,0.14916223852811153], prediction=0.0
(23142) --> prob=[0.8543722583955125,0.14562774160448763], prediction=0.0
(23144) --> prob=[0.4774639793358338,0.5225360206641663], prediction=1.0
(23146) --> prob=[0.0015831978033202122,0.9984168021966798], prediction=1.0
(23148) --> prob=[1.254304728750627E-4,0.9998745695271248], prediction=1.0
(23150) --> prob=[0.9999939613680966,6.0386319033395335E-6], prediction=0.0
(23152) --> prob=[0.40334807583941984,0.5966519241605802], prediction=1.0
(23154) --> prob=[5.686244608645178E-7,0.9999994313755391], prediction=1.0
(23156) --> prob=[3.98638592986491E-7,0.9999996013614069], prediction=1.0
(23158) --> prob=[0.003991546865390719,0.9960084531346093], prediction=1.0
(23160) --> prob=[0.047288812940277945,0.952711187059722], prediction=1.0
(23162) --> prob=[0.007646118315841566,0.9923538816841584], prediction=1.0
(23164) --> prob=[0.022473662406030513,0.9775263375939696], prediction=1.0
(23166) --> prob=[0.003671337455951798,0.9963286625440482], prediction=1.0
(23168) --> prob=[0.9999999018270022,9.817299793494352E-8], prediction=0.0
(23170) --> prob=[0.04553259901385843,0.9544674009861415], prediction=1.0
(23172) --> prob=[0.0018961783278565732,0.9981038216721435], prediction=1.0
(23174) --> prob=[2.9381876649669993E-5,0.9999706181233503], prediction=1.0
(23176) --> prob=[2.1864428935541547E-11,0.9999999999781355], prediction=1.0
(23178) --> prob=[0.9999999975452953,2.4547046596578197E-9], prediction=0.0
(23180) --> prob=[0.9072928532148786,0.09270714678512143], prediction=0.0
(23182) --> prob=[0.9997184264456419,2.8157355435803097E-4], prediction=0.0
(23184) --> prob=[0.07130830012125093,0.928691699878749], prediction=1.0
(23186) --> prob=[0.9608684616773417,0.0391315383226582], prediction=0.0
(23188) --> prob=[0.037552862135562734,0.9624471378644373], prediction=1.0
(23190) --> prob=[0.9999998102331149,1.8976688497762315E-7], prediction=0.0
(23192) --> prob=[0.99866661731524,0.0013333826847599928], prediction=0.0
(23194) --> prob=[0.4510726708898575,0.5489273291101424], prediction=1.0
(23196) --> prob=[1.0765931673033321E-4,0.9998923406832696], prediction=1.0
(23198) --> prob=[0.06217075700737405,0.9378292429926259], prediction=1.0
(23200) --> prob=[6.855811167472271E-13,0.9999999999993143], prediction=1.0
(23202) --> prob=[0.0019188996248606174,0.9980811003751394], prediction=1.0
(23204) --> prob=[0.9755434048851331,0.024456595114866902], prediction=0.0
(23206) --> prob=[0.8989169584340168,0.10108304156598319], prediction=0.0
(23208) --> prob=[0.004767201473501773,0.9952327985264982], prediction=1.0
(23210) --> prob=[8.141533335164755E-8,0.9999999185846666], prediction=1.0
(23212) --> prob=[0.994010421710183,0.005989578289816996], prediction=0.0
(23214) --> prob=[1.738926322240535E-4,0.9998261073677759], prediction=1.0
(23216) --> prob=[0.1464452745949373,0.8535547254050627], prediction=1.0
(23218) --> prob=[0.16889479127136678,0.8311052087286332], prediction=1.0
(23220) --> prob=[4.37803504229634E-15,0.9999999999999956], prediction=1.0
(23222) --> prob=[0.8336556033597744,0.16634439664022557], prediction=0.0
(23224) --> prob=[0.9999993828142416,6.171857584678346E-7], prediction=0.0
(23226) --> prob=[0.7550343379826291,0.2449656620173709], prediction=0.0
(23228) --> prob=[1.6895950831953704E-4,0.9998310404916805], prediction=1.0
(23230) --> prob=[0.8259320055437186,0.17406799445628138], prediction=0.0
(23232) --> prob=[0.409396989727235,0.590603010272765], prediction=1.0
(23234) --> prob=[9.12973950611014E-8,0.9999999087026049], prediction=1.0
(23236) --> prob=[0.12805931493146397,0.871940685068536], prediction=1.0
(23238) --> prob=[0.03800790552300986,0.9619920944769901], prediction=1.0
(23240) --> prob=[0.9981006953127266,0.0018993046872733939], prediction=0.0
(23242) --> prob=[0.8240652251756572,0.17593477482434286], prediction=0.0
(23244) --> prob=[0.8941333172682572,0.10586668273174274], prediction=0.0
(23246) --> prob=[0.7932358674608504,0.20676413253914971], prediction=0.0
(23248) --> prob=[0.003552177682004167,0.9964478223179958], prediction=1.0
(23250) --> prob=[2.1682080570820608E-5,0.9999783179194293], prediction=1.0
(23252) --> prob=[0.9527415633798226,0.04725843662017739], prediction=0.0
(23254) --> prob=[0.9998427314852009,1.5726851479903664E-4], prediction=0.0
(23256) --> prob=[0.01787202855725746,0.9821279714427427], prediction=1.0
(23258) --> prob=[4.7868306477141195E-6,0.9999952131693524], prediction=1.0
(23260) --> prob=[0.5542505324923047,0.44574946750769523], prediction=0.0
(23262) --> prob=[1.2262732833282254E-4,0.9998773726716671], prediction=1.0
(23264) --> prob=[0.1761279975542867,0.8238720024457133], prediction=1.0
(23266) --> prob=[2.9231142260848587E-4,0.9997076885773915], prediction=1.0
(23268) --> prob=[0.009741596725312388,0.9902584032746876], prediction=1.0
(23270) --> prob=[0.9993141596252431,6.858403747569407E-4], prediction=0.0
(23272) --> prob=[0.967378563944863,0.03262143605513715], prediction=0.0
(23274) --> prob=[0.8157454806070032,0.1842545193929968], prediction=0.0
(23276) --> prob=[0.9995126152569291,4.873847430709186E-4], prediction=0.0
(23278) --> prob=[0.6166690099245582,0.38333099007544175], prediction=0.0
(23280) --> prob=[6.65698479730314E-8,0.9999999334301521], prediction=1.0
(23282) --> prob=[0.1969641882203504,0.8030358117796497], prediction=1.0
(23284) --> prob=[0.26390256991351724,0.7360974300864829], prediction=1.0
(23286) --> prob=[0.8782691472957666,0.12173085270423345], prediction=0.0
(23288) --> prob=[8.092729214687098E-4,0.9991907270785313], prediction=1.0
(23290) --> prob=[0.01927594621602989,0.9807240537839701], prediction=1.0
(23292) --> prob=[1.2942016066000934E-5,0.999987057983934], prediction=1.0
(23294) --> prob=[0.9999992454909914,7.545090087316391E-7], prediction=0.0
(23296) --> prob=[0.1781706277694671,0.8218293722305329], prediction=1.0
(23298) --> prob=[0.9940660910487218,0.005933908951278288], prediction=0.0
(23300) --> prob=[2.7334458240304126E-9,0.9999999972665541], prediction=1.0
(23302) --> prob=[0.008571324592575454,0.9914286754074245], prediction=1.0
(23304) --> prob=[0.9997221256195673,2.7787438043281183E-4], prediction=0.0
(23306) --> prob=[1.1337561429847069E-5,0.9999886624385702], prediction=1.0
(23308) --> prob=[1.9388119932917545E-8,0.9999999806118801], prediction=1.0
(23310) --> prob=[6.973701471372173E-6,0.9999930262985286], prediction=1.0
(23312) --> prob=[0.011316210171754278,0.9886837898282458], prediction=1.0
(23314) --> prob=[0.9998970992222883,1.0290077771176228E-4], prediction=0.0
(23316) --> prob=[0.002870888749371677,0.9971291112506284], prediction=1.0
(23318) --> prob=[5.3062271521079766E-8,0.9999999469377284], prediction=1.0
(23320) --> prob=[0.9166983429365813,0.0833016570634188], prediction=0.0
(23322) --> prob=[0.7621400128991841,0.23785998710081582], prediction=0.0
(23324) --> prob=[0.9816666057823994,0.018333394217600604], prediction=0.0
(23326) --> prob=[0.6875504161037472,0.3124495838962527], prediction=0.0
(23328) --> prob=[0.9952006616272476,0.004799338372752444], prediction=0.0
(23330) --> prob=[2.6382059709293636E-21,1.0], prediction=1.0
(23332) --> prob=[0.990055583504043,0.009944416495957085], prediction=0.0
(23334) --> prob=[1.2106250698482913E-7,0.9999998789374931], prediction=1.0
(23336) --> prob=[7.412342703665443E-4,0.9992587657296335], prediction=1.0
(23338) --> prob=[0.9958182003880826,0.0041817996119175], prediction=0.0
(23340) --> prob=[0.8946642824161587,0.1053357175838413], prediction=0.0
(23342) --> prob=[0.939615129058314,0.060384870941686035], prediction=0.0
(23344) --> prob=[0.9039886897990183,0.09601131020098169], prediction=0.0
(23346) --> prob=[0.7003030626712782,0.29969693732872194], prediction=0.0
(23348) --> prob=[0.006190283784579648,0.9938097162154205], prediction=1.0
(23350) --> prob=[0.12858911959704108,0.8714108804029589], prediction=1.0
(23352) --> prob=[0.7545927647792504,0.2454072352207496], prediction=0.0
(23354) --> prob=[2.0270728657307592E-6,0.9999979729271343], prediction=1.0
(23356) --> prob=[0.9621731313233184,0.037826868676681676], prediction=0.0
(23358) --> prob=[6.0875593915864296E-27,1.0], prediction=1.0
(23360) --> prob=[2.707126461128724E-5,0.9999729287353888], prediction=1.0
(23362) --> prob=[0.428077480388464,0.571922519611536], prediction=1.0
(23364) --> prob=[0.8865475677956479,0.1134524322043522], prediction=0.0
(23366) --> prob=[0.18328042501843067,0.8167195749815693], prediction=1.0
(23368) --> prob=[3.28942670401938E-4,0.9996710573295979], prediction=1.0
(23370) --> prob=[4.7750112888476114E-11,0.99999999995225], prediction=1.0
(23372) --> prob=[0.9995585843192062,4.414156807938168E-4], prediction=0.0
(23374) --> prob=[2.8390333981960524E-4,0.9997160966601805], prediction=1.0
(23376) --> prob=[0.36113493935834984,0.6388650606416502], prediction=1.0
(23378) --> prob=[1.6305465162452928E-12,0.9999999999983695], prediction=1.0
(23380) --> prob=[0.0951862793285845,0.9048137206714155], prediction=1.0
(23382) --> prob=[0.9500661617664523,0.04993383823354762], prediction=0.0
(23384) --> prob=[0.519462381412975,0.480537618587025], prediction=0.0
(23386) --> prob=[0.7695815623084737,0.2304184376915262], prediction=0.0
(23388) --> prob=[0.29740382991399517,0.7025961700860047], prediction=1.0
(23390) --> prob=[0.011770031550801651,0.9882299684491984], prediction=1.0
(23392) --> prob=[1.1776609748413967E-4,0.999882233902516], prediction=1.0
(23394) --> prob=[0.9999999969955375,3.0044624432473948E-9], prediction=0.0
(23396) --> prob=[0.9971799371030675,0.0028200628969324033], prediction=0.0
(23398) --> prob=[0.3343928868257684,0.6656071131742316], prediction=1.0
(23400) --> prob=[0.9995107053270968,4.892946729032508E-4], prediction=0.0
(23402) --> prob=[5.537059418080338E-5,0.9999446294058192], prediction=1.0
(23404) --> prob=[4.300916072176834E-4,0.9995699083927823], prediction=1.0
(23406) --> prob=[0.030460360090512603,0.9695396399094873], prediction=1.0
(23408) --> prob=[0.2851009873284738,0.7148990126715262], prediction=1.0
(23410) --> prob=[0.9999872233304736,1.2776669526516892E-5], prediction=0.0
(23412) --> prob=[0.9999887904518631,1.1209548136993918E-5], prediction=0.0
(23414) --> prob=[2.8951158623521927E-12,0.999999999997105], prediction=1.0
(23416) --> prob=[0.9999880184525827,1.1981547417358004E-5], prediction=0.0
(23418) --> prob=[0.11867705347742566,0.8813229465225744], prediction=1.0
(23420) --> prob=[0.19340097307250453,0.8065990269274954], prediction=1.0
(23422) --> prob=[0.9999892654973163,1.0734502683715302E-5], prediction=0.0
(23424) --> prob=[0.18830159197719876,0.8116984080228014], prediction=1.0
(23426) --> prob=[0.4462666176535576,0.5537333823464424], prediction=1.0
(23428) --> prob=[0.15401463219275272,0.8459853678072473], prediction=1.0
(23430) --> prob=[0.9992739756586089,7.260243413911221E-4], prediction=0.0
(23432) --> prob=[0.44171589870169453,0.5582841012983055], prediction=1.0
(23434) --> prob=[0.9936557757016237,0.006344224298376465], prediction=0.0
(23436) --> prob=[1.627103086858756E-4,0.999837289691314], prediction=1.0
(23438) --> prob=[0.7443032130093568,0.25569678699064335], prediction=0.0
(23440) --> prob=[0.9935513585441301,0.0064486414558697965], prediction=0.0
(23442) --> prob=[0.5493441898770106,0.4506558101229894], prediction=0.0
(23444) --> prob=[0.2022738998726845,0.7977261001273156], prediction=1.0
(23446) --> prob=[1.2040894948793091E-4,0.9998795910505122], prediction=1.0
(23448) --> prob=[0.5382327889941999,0.4617672110058001], prediction=0.0
(23450) --> prob=[0.9722888986654089,0.027711101334591058], prediction=0.0
(23452) --> prob=[0.10191168875007557,0.8980883112499244], prediction=1.0
(23454) --> prob=[5.292656656915368E-7,0.9999994707343344], prediction=1.0
(23456) --> prob=[0.054593321642888604,0.9454066783571113], prediction=1.0
(23458) --> prob=[0.6909076946794889,0.30909230532051113], prediction=0.0
(23460) --> prob=[0.9999998379537657,1.6204623433662608E-7], prediction=0.0
(23462) --> prob=[0.02388555263689238,0.9761144473631075], prediction=1.0
(23464) --> prob=[5.013053928521442E-19,1.0], prediction=1.0
(23466) --> prob=[0.9999998912335265,1.0876647362822908E-7], prediction=0.0
(23468) --> prob=[0.757883881280594,0.2421161187194059], prediction=0.0
(23470) --> prob=[0.9989616352104527,0.0010383647895472916], prediction=0.0
(23472) --> prob=[0.11604935562289062,0.8839506443771095], prediction=1.0
(23474) --> prob=[0.721433807520721,0.27856619247927916], prediction=0.0
(23476) --> prob=[0.9999927960885082,7.203911491822699E-6], prediction=0.0
(23478) --> prob=[0.9709793303999581,0.02902066960004191], prediction=0.0
(23480) --> prob=[0.05244337291537797,0.9475566270846221], prediction=1.0
(23482) --> prob=[0.9977918480314595,0.002208151968540551], prediction=0.0
(23484) --> prob=[0.8118940792901825,0.1881059207098174], prediction=0.0
(23486) --> prob=[0.9999999424978119,5.750218817577809E-8], prediction=0.0
(23488) --> prob=[0.9949872917296223,0.005012708270377632], prediction=0.0
(23490) --> prob=[0.9966953460428308,0.003304653957169119], prediction=0.0
(23492) --> prob=[8.30788170545051E-6,0.9999916921182945], prediction=1.0
(23494) --> prob=[0.026023386396438666,0.9739766136035614], prediction=1.0
(23496) --> prob=[0.9052379578994867,0.09476204210051331], prediction=0.0
(23498) --> prob=[0.060374925027776326,0.9396250749722237], prediction=1.0
(23500) --> prob=[0.9992987027161313,7.012972838687663E-4], prediction=0.0
(23502) --> prob=[0.9887803868550902,0.011219613144909811], prediction=0.0
(23504) --> prob=[0.999999999999954,4.597647614513756E-14], prediction=0.0
(23506) --> prob=[0.9999843154861507,1.568451384927932E-5], prediction=0.0
(23508) --> prob=[0.10683913310351886,0.8931608668964812], prediction=1.0
(23510) --> prob=[0.9650895103648821,0.03491048963511799], prediction=0.0
(23512) --> prob=[0.998416763042119,0.0015832369578809803], prediction=0.0
(23514) --> prob=[1.874241242226822E-4,0.9998125758757774], prediction=1.0
(23516) --> prob=[0.9999999974919009,2.508099038424339E-9], prediction=0.0
(23518) --> prob=[4.504313589061905E-4,0.9995495686410938], prediction=1.0
(23520) --> prob=[7.055748974376384E-6,0.9999929442510256], prediction=1.0
(23522) --> prob=[0.0022488420794231695,0.9977511579205768], prediction=1.0
(23524) --> prob=[0.006885191155843502,0.9931148088441565], prediction=1.0
(23526) --> prob=[0.9913775020045289,0.008622497995471093], prediction=0.0
(23528) --> prob=[0.02267239274654197,0.977327607253458], prediction=1.0
(23530) --> prob=[0.06351750835548818,0.9364824916445117], prediction=1.0
(23532) --> prob=[0.09532767039608603,0.904672329603914], prediction=1.0
(23534) --> prob=[5.5515661074872584E-5,0.9999444843389252], prediction=1.0
(23536) --> prob=[0.003676191362023346,0.9963238086379768], prediction=1.0
(23538) --> prob=[2.596648874961758E-8,0.9999999740335113], prediction=1.0
(23540) --> prob=[0.9999924354523305,7.564547669415365E-6], prediction=0.0
(23542) --> prob=[5.414824300854716E-4,0.9994585175699146], prediction=1.0
(23544) --> prob=[5.8484980180302545E-6,0.9999941515019819], prediction=1.0
(23546) --> prob=[0.9799536548238532,0.020046345176146906], prediction=0.0
(23548) --> prob=[0.2460539249297155,0.7539460750702844], prediction=1.0
(23550) --> prob=[0.9962844224413638,0.0037155775586360643], prediction=0.0
(23552) --> prob=[4.465496399759019E-4,0.999553450360024], prediction=1.0
(23554) --> prob=[0.8252166392094836,0.17478336079051637], prediction=0.0
(23556) --> prob=[0.049285758361011775,0.9507142416389882], prediction=1.0
(23558) --> prob=[0.41241852982332566,0.5875814701766744], prediction=1.0
(23560) --> prob=[0.8991401335506289,0.1008598664493712], prediction=0.0
(23562) --> prob=[7.861805451936952E-4,0.9992138194548064], prediction=1.0
(23564) --> prob=[0.0038390156026489207,0.9961609843973512], prediction=1.0
(23566) --> prob=[0.9006625039912624,0.09933749600873773], prediction=0.0
(23568) --> prob=[1.2088666071901964E-4,0.999879113339281], prediction=1.0
(23570) --> prob=[0.6328855620604918,0.36711443793950815], prediction=0.0
(23572) --> prob=[0.20908626878548423,0.7909137312145157], prediction=1.0
(23574) --> prob=[0.649445203592138,0.3505547964078621], prediction=0.0
(23576) --> prob=[0.9950121101550563,0.004987889844943697], prediction=0.0
(23578) --> prob=[0.9998752738651574,1.2472613484255097E-4], prediction=0.0
(23580) --> prob=[0.16130862677347316,0.8386913732265268], prediction=1.0
(23582) --> prob=[4.938109593432013E-19,1.0], prediction=1.0
(23584) --> prob=[0.5098222603504999,0.4901777396495002], prediction=0.0
(23586) --> prob=[9.304626275978634E-7,0.9999990695373724], prediction=1.0
(23588) --> prob=[0.9239003874210617,0.07609961257893831], prediction=0.0
(23590) --> prob=[1.45657274021557E-10,0.9999999998543427], prediction=1.0
(23592) --> prob=[0.9999832226127355,1.6777387264424663E-5], prediction=0.0
(23594) --> prob=[0.999896924930676,1.0307506932391527E-4], prediction=0.0
(23596) --> prob=[0.0038966002137664386,0.9961033997862335], prediction=1.0
(23598) --> prob=[0.8402060000508701,0.15979399994913002], prediction=0.0
(23600) --> prob=[0.22872665228454503,0.771273347715455], prediction=1.0
(23602) --> prob=[2.3529253196662657E-4,0.9997647074680335], prediction=1.0
(23604) --> prob=[0.9459369642440774,0.054063035755922514], prediction=0.0
(23606) --> prob=[0.06699941561693519,0.9330005843830648], prediction=1.0
(23608) --> prob=[0.9318696935740873,0.06813030642591263], prediction=0.0
(23610) --> prob=[0.7824615276488528,0.21753847235114715], prediction=0.0
(23612) --> prob=[0.9999997723708741,2.276291259115435E-7], prediction=0.0
(23614) --> prob=[0.9997641904483864,2.3580955161362817E-4], prediction=0.0
(23616) --> prob=[0.366140809956402,0.6338591900435979], prediction=1.0
(23618) --> prob=[0.013148037124247735,0.9868519628757524], prediction=1.0
(23620) --> prob=[0.999550890233386,4.491097666139801E-4], prediction=0.0
(23622) --> prob=[0.9995208321227581,4.791678772419202E-4], prediction=0.0
(23624) --> prob=[0.02979587272285289,0.9702041272771471], prediction=1.0
(23626) --> prob=[3.569480745805654E-5,0.999964305192542], prediction=1.0
(23628) --> prob=[2.8063506693208003E-5,0.9999719364933067], prediction=1.0
(23630) --> prob=[0.013699143752568607,0.9863008562474314], prediction=1.0
(23632) --> prob=[0.353864415610188,0.6461355843898119], prediction=1.0
(23634) --> prob=[0.00508549708408146,0.9949145029159187], prediction=1.0
(23636) --> prob=[0.9955892918361042,0.004410708163895806], prediction=0.0
(23638) --> prob=[0.9998834673620438,1.1653263795629398E-4], prediction=0.0
(23640) --> prob=[0.25061934948499126,0.7493806505150087], prediction=1.0
(23642) --> prob=[1.821521053496265E-6,0.9999981784789466], prediction=1.0
(23644) --> prob=[0.027781189310558476,0.9722188106894415], prediction=1.0
(23646) --> prob=[0.005002721096244741,0.9949972789037552], prediction=1.0
(23648) --> prob=[0.9999981374588899,1.8625411100905415E-6], prediction=0.0
(23650) --> prob=[0.1347358268891164,0.8652641731108835], prediction=1.0
(23652) --> prob=[2.8808596895326675E-11,0.9999999999711915], prediction=1.0
(23654) --> prob=[0.10136114111201143,0.8986388588879886], prediction=1.0
(23656) --> prob=[0.6320172490035265,0.36798275099647343], prediction=0.0
(23658) --> prob=[6.720869290073448E-10,0.9999999993279132], prediction=1.0
(23660) --> prob=[0.9891269722314885,0.010873027768511352], prediction=0.0
(23662) --> prob=[0.09348316250101622,0.9065168374989837], prediction=1.0
(23664) --> prob=[0.5949535453461651,0.40504645465383493], prediction=0.0
(23666) --> prob=[0.15066950081013838,0.8493304991898617], prediction=1.0
(23668) --> prob=[0.9988253949350439,0.001174605064956261], prediction=0.0
(23670) --> prob=[4.1285928538033515E-4,0.9995871407146195], prediction=1.0
(23672) --> prob=[4.4809256657294915E-5,0.9999551907433427], prediction=1.0
(23674) --> prob=[0.9983529599256531,0.0016470400743469964], prediction=0.0
(23676) --> prob=[0.9998783051006943,1.2169489930574044E-4], prediction=0.0
(23678) --> prob=[0.012603216622094626,0.9873967833779055], prediction=1.0
(23680) --> prob=[0.02610140066660214,0.9738985993333978], prediction=1.0
(23682) --> prob=[0.33641408636035497,0.6635859136396449], prediction=1.0
(23684) --> prob=[0.005970690637165669,0.9940293093628343], prediction=1.0
(23686) --> prob=[0.016593994751209762,0.9834060052487903], prediction=1.0
(23688) --> prob=[0.9969083194123279,0.0030916805876720637], prediction=0.0
(23690) --> prob=[2.4827262258216788E-8,0.9999999751727378], prediction=1.0
(23692) --> prob=[2.0482511946448836E-4,0.9997951748805354], prediction=1.0
(23694) --> prob=[0.512980366056756,0.48701963394324405], prediction=0.0
(23696) --> prob=[0.10295970492602056,0.8970402950739794], prediction=1.0
(23698) --> prob=[0.9977283056660363,0.0022716943339637016], prediction=0.0
(23700) --> prob=[0.7767789492343582,0.2232210507656417], prediction=0.0
(23702) --> prob=[0.04514070941294141,0.9548592905870585], prediction=1.0
(23704) --> prob=[0.9798771991128612,0.020122800887138702], prediction=0.0
(23706) --> prob=[0.41443597795470316,0.5855640220452969], prediction=1.0
(23708) --> prob=[7.83600561976975E-5,0.9999216399438023], prediction=1.0
(23710) --> prob=[0.11056323697563554,0.8894367630243645], prediction=1.0
(23712) --> prob=[1.332669261516543E-4,0.9998667330738483], prediction=1.0
(23714) --> prob=[0.11459325700728917,0.8854067429927108], prediction=1.0
(23716) --> prob=[0.0037668716094488804,0.996233128390551], prediction=1.0
(23718) --> prob=[2.209945871531445E-6,0.9999977900541284], prediction=1.0
(23720) --> prob=[0.9951257076896654,0.004874292310334598], prediction=0.0
(23722) --> prob=[0.009343416902283554,0.9906565830977165], prediction=1.0
(23724) --> prob=[0.9559709912847718,0.04402900871522815], prediction=0.0
(23726) --> prob=[0.18145404413947855,0.8185459558605214], prediction=1.0
(23728) --> prob=[0.9999953223821166,4.677617883420691E-6], prediction=0.0
(23730) --> prob=[7.991923487526488E-7,0.9999992008076511], prediction=1.0
(23732) --> prob=[0.8897320629869908,0.11026793701300927], prediction=0.0
(23734) --> prob=[0.05205307667055354,0.9479469233294465], prediction=1.0
(23736) --> prob=[0.9995211456134541,4.788543865458846E-4], prediction=0.0
(23738) --> prob=[6.785374062392568E-4,0.9993214625937608], prediction=1.0
(23740) --> prob=[0.9807650196853995,0.019234980314600497], prediction=0.0
(23742) --> prob=[4.5241282617313815E-11,0.9999999999547586], prediction=1.0
(23744) --> prob=[1.0715808329445743E-5,0.9999892841916705], prediction=1.0
(23746) --> prob=[0.24343128341381465,0.7565687165861853], prediction=1.0
(23748) --> prob=[9.86870525711666E-10,0.9999999990131294], prediction=1.0
(23750) --> prob=[4.9098308278127545E-6,0.9999950901691722], prediction=1.0
(23752) --> prob=[0.8911440844381846,0.10885591556181541], prediction=0.0
(23754) --> prob=[0.9161455648178501,0.08385443518214984], prediction=0.0
(23756) --> prob=[0.19882253546974393,0.801177464530256], prediction=1.0
(23758) --> prob=[6.720579211039477E-7,0.9999993279420789], prediction=1.0
(23760) --> prob=[0.00443272648763556,0.9955672735123644], prediction=1.0
(23762) --> prob=[3.5025258192248203E-7,0.9999996497474181], prediction=1.0
(23764) --> prob=[2.5130313637560276E-6,0.9999974869686363], prediction=1.0
(23766) --> prob=[0.9999456170233993,5.438297660076501E-5], prediction=0.0
(23768) --> prob=[1.3348627445299904E-15,0.9999999999999987], prediction=1.0
(23770) --> prob=[0.005520712332707327,0.9944792876672927], prediction=1.0
(23772) --> prob=[3.267766883922701E-6,0.999996732233116], prediction=1.0
(23774) --> prob=[1.4768389604371158E-4,0.9998523161039562], prediction=1.0
(23776) --> prob=[0.7100586298131711,0.28994137018682886], prediction=0.0
(23778) --> prob=[0.8888650451055947,0.11113495489440536], prediction=0.0
(23780) --> prob=[0.24687996476345508,0.7531200352365449], prediction=1.0
(23782) --> prob=[0.002146338154436355,0.9978536618455637], prediction=1.0
(23784) --> prob=[0.0020852712891994193,0.9979147287108006], prediction=1.0
(23786) --> prob=[0.00209533216095301,0.997904667839047], prediction=1.0
(23788) --> prob=[0.9999999894732207,1.0526779279984242E-8], prediction=0.0
(23790) --> prob=[0.9999995973725686,4.026274314207331E-7], prediction=0.0
(23792) --> prob=[0.13143631606262046,0.8685636839373795], prediction=1.0
(23794) --> prob=[0.9342732600282996,0.06572673997170049], prediction=0.0
(23796) --> prob=[0.9999359266926235,6.407330737659245E-5], prediction=0.0
(23798) --> prob=[0.9819758611312432,0.0180241388687566], prediction=0.0
(23800) --> prob=[0.033980008488146106,0.9660199915118538], prediction=1.0
(23802) --> prob=[0.9999659213619296,3.407863807041251E-5], prediction=0.0
(23804) --> prob=[4.2515216482289614E-7,0.9999995748478352], prediction=1.0
(23806) --> prob=[0.9999980905152477,1.909484752480741E-6], prediction=0.0
(23808) --> prob=[0.051455095876108456,0.9485449041238916], prediction=1.0
(23810) --> prob=[7.670131183053416E-4,0.9992329868816947], prediction=1.0
(23812) --> prob=[0.9998288625156105,1.711374843894139E-4], prediction=0.0
(23814) --> prob=[0.999692465143404,3.0753485659597534E-4], prediction=0.0
(23816) --> prob=[0.4402790408783512,0.5597209591216488], prediction=1.0
(23818) --> prob=[0.3235085051435676,0.6764914948564325], prediction=1.0
(23820) --> prob=[0.10691104258153636,0.8930889574184636], prediction=1.0
(23822) --> prob=[0.9995252374295372,4.74762570462678E-4], prediction=0.0
(23824) --> prob=[0.6945538374425703,0.30544616255742973], prediction=0.0
(23826) --> prob=[0.9997611327312553,2.3886726874460318E-4], prediction=0.0
(23828) --> prob=[0.07927535450092271,0.9207246454990773], prediction=1.0
(23830) --> prob=[0.9989552838210182,0.0010447161789819452], prediction=0.0
(23832) --> prob=[0.9999897915655519,1.020843444812526E-5], prediction=0.0
(23834) --> prob=[0.30480342375315744,0.6951965762468426], prediction=1.0
(23836) --> prob=[0.07865185508933399,0.921348144910666], prediction=1.0
(23838) --> prob=[0.9868016701990587,0.013198329800941336], prediction=0.0
(23840) --> prob=[3.10359883192184E-6,0.9999968964011682], prediction=1.0
(23842) --> prob=[0.9999927734919226,7.226508077436411E-6], prediction=0.0
(23844) --> prob=[0.9991778261801285,8.221738198715626E-4], prediction=0.0
(23846) --> prob=[0.03775576182334878,0.9622442381766512], prediction=1.0
(23848) --> prob=[0.3646217851550542,0.6353782148449457], prediction=1.0
(23850) --> prob=[0.05649885863716492,0.9435011413628351], prediction=1.0
(23852) --> prob=[0.9299575350463707,0.07004246495362934], prediction=0.0
(23854) --> prob=[0.10364935268881934,0.8963506473111807], prediction=1.0
(23856) --> prob=[0.9995695287201148,4.304712798852079E-4], prediction=0.0
(23858) --> prob=[0.0760240872703353,0.9239759127296647], prediction=1.0
(23860) --> prob=[0.9999881627714926,1.1837228507392577E-5], prediction=0.0
(23862) --> prob=[0.2026262901254681,0.7973737098745319], prediction=1.0
(23864) --> prob=[0.3391041288678326,0.6608958711321674], prediction=1.0
(23866) --> prob=[1.0470189585859869E-5,0.9999895298104141], prediction=1.0
(23868) --> prob=[0.7117306636205177,0.28826933637948227], prediction=0.0
(23870) --> prob=[0.978934619019035,0.021065380980965054], prediction=0.0
(23872) --> prob=[1.477168271674715E-4,0.9998522831728326], prediction=1.0
(23874) --> prob=[0.9793828234903306,0.020617176509669412], prediction=0.0
(23876) --> prob=[0.0066427411081896445,0.9933572588918104], prediction=1.0
(23878) --> prob=[0.7006279605320234,0.2993720394679767], prediction=0.0
(23880) --> prob=[8.25898043881572E-4,0.9991741019561184], prediction=1.0
